SIM_ICCID,MCC_ID,MNC_ID,SIM_Number
899001193516033919,286,1,5319523458
899001193516033920,286,1,5319523461
899001193516033921,286,1,5319523591
899001193516033922,286,1,5319523720
899001193516033923,286,1,5319523460
899001193516033924,286,1,5319523698
899001193629016898,286,1,5324650411
899001193730031325,286,1,5399658547
899001193730031326,286,1,5399658567
899001193730031327,286,1,5399658576
899001193730031328,286,1,5399658581
899001193730031329,286,1,5399658622
899001193730031330,286,1,5399658641
899001193730031331,286,1,5399658662
899001193730031332,286,1,5399658714
899001193730031333,286,1,5399658716
899001193730031334,286,1,5399658799
899001193730031335,286,1,5399658840
899001193730031336,286,1,5399658865
899001193730031337,286,1,5399658883
899001193730031338,286,1,5399658907
899001193730031339,286,1,5399658909
899001193730031340,286,1,5399658926
899001193730031341,286,1,5399659001
899001193730031342,286,1,5399659017
899001193730031343,286,1,5399659027
899001193730031344,286,1,5399659030
899001193730031345,286,1,5399659078
